date,open,high,low,close,adj-close,volume
1978-12-29,0.000000,0.076138,0.070888,0.076138,0.069630,737965
1979-01-02,0.076138,0.076138,0.076138,0.076138,0.069630,0
1979-01-03,0.000000,0.081389,0.078764,0.078764,0.072032,190442
1979-01-04,0.000000,0.081389,0.078764,0.081389,0.074432,199965
1979-01-05,0.000000,0.086640,0.081389,0.086640,0.079235,376124
1979-01-08,0.000000,0.086640,0.084015,0.086640,0.079235,338035
1979-01-09,0.000000,0.086640,0.081389,0.084015,0.076834,923646
1979-01-10,0.000000,0.086640,0.084015,0.084015,0.076834,566566
1979-01-11,0.000000,0.084015,0.081389,0.081389,0.074432,161876
1979-01-12,0.000000,0.084015,0.081389,0.084015,0.076834,657027
1979-01-15,0.000000,0.084015,0.081389,0.081389,0.074432,219009
1979-01-16,0.000000,0.084015,0.081389,0.081389,0.074432,504673
1979-01-17,0.000000,0.081389,0.081389,0.081389,0.074432,199965
1979-01-18,0.000000,0.084015,0.081389,0.084015,0.076834,99982
1979-01-19,0.000000,0.084015,0.081389,0.084015,0.076834,704637
1979-01-22,0.000000,0.086640,0.084015,0.086640,0.079235,666549
1979-01-23,0.000000,0.086640,0.084015,0.084015,0.076834,61894
1979-01-24,0.000000,0.084015,0.081389,0.081389,0.074432,438018
1979-01-25,0.000000,0.081389,0.081389,0.081389,0.074432,195204
1979-01-26,0.000000,0.084015,0.081389,0.081389,0.074432,180920
1979-01-29,0.000000,0.084015,0.081389,0.081389,0.074432,214248
1979-01-30,0.000000,0.084015,0.081389,0.081389,0.074432,176159
1979-01-31,0.000000,0.084015,0.081389,0.081389,0.074432,271381
1979-02-01,0.000000,0.081389,0.078764,0.078764,0.072032,409451
1979-02-02,0.000000,0.078764,0.076138,0.076138,0.069630,138071
1979-02-05,0.000000,0.078764,0.076138,0.076138,0.069630,195204
1979-02-06,0.000000,0.078764,0.076138,0.076138,0.069630,99982
1979-02-07,0.000000,0.073513,0.073513,0.073513,0.067230,161876
1979-02-08,0.000000,0.076138,0.073513,0.073513,0.067230,204726
1979-02-09,0.000000,0.073513,0.070888,0.073513,0.067230,242814
1979-02-12,0.000000,0.081389,0.070888,0.081389,0.074432,733204
1979-02-13,0.000000,0.081389,0.076138,0.081389,0.074432,485628
1979-02-14,0.000000,0.081389,0.076138,0.076138,0.069630,176159
1979-02-15,0.000000,0.078764,0.076138,0.078764,0.072032,114265
1979-02-16,0.000000,0.081389,0.078764,0.078764,0.072032,352319
1979-02-20,0.000000,0.081389,0.076138,0.081389,0.074432,204726
1979-02-21,0.000000,0.078764,0.076138,0.078764,0.072032,433257
1979-02-22,0.000000,0.086640,0.078764,0.084015,0.076834,1047434
1979-02-23,0.000000,0.091891,0.086640,0.089266,0.081636,1128372
1979-02-26,0.000000,0.086640,0.084015,0.084015,0.076834,285664
1979-02-27,0.000000,0.086640,0.081389,0.084015,0.076834,561805
1979-02-28,0.000000,0.091891,0.081389,0.089266,0.081636,1118850
1979-03-01,0.000000,0.091891,0.091891,0.091891,0.084037,280903
1979-03-02,0.000000,0.089266,0.086640,0.089266,0.081636,309469
1979-03-05,0.000000,0.089266,0.086640,0.086640,0.079235,252336
1979-03-06,0.000000,0.089266,0.086640,0.089266,0.081636,176159
1979-03-07,0.000000,0.091891,0.089266,0.091891,0.084037,318991
1979-03-08,0.000000,0.099768,0.089266,0.097142,0.088839,2071062
1979-03-09,0.000000,0.099768,0.097142,0.099768,0.091241,999823
1979-03-12,0.000000,0.105019,0.099768,0.102393,0.093641,1804443
1979-03-13,0.000000,0.102393,0.099768,0.099768,0.091241,623699
1979-03-14,0.000000,0.099768,0.094517,0.097142,0.088839,547522
1979-03-15,0.000000,0.099768,0.094517,0.097142,0.088839,199965
1979-03-16,0.000000,0.105019,0.097142,0.105019,0.096043,1195027
1979-03-19,0.000000,0.105019,0.099768,0.105019,0.096043,1166460
1979-03-20,0.000000,0.105019,0.102393,0.105019,0.096043,585611
1979-03-21,0.000000,0.107644,0.102393,0.107644,0.098443,1414036
1979-03-22,0.000000,0.112895,0.107644,0.107644,0.098443,1199788
1979-03-23,0.000000,0.110270,0.105019,0.105019,0.096043,518956
1979-03-26,0.000000,0.105019,0.102393,0.105019,0.096043,490389
1979-03-27,0.000000,0.105019,0.102393,0.105019,0.096043,642743
1979-03-28,0.000000,0.105019,0.102393,0.105019,0.096043,342796
1979-03-29,0.000000,0.105019,0.102393,0.105019,0.096043,195204
1979-03-30,0.000000,0.105019,0.102393,0.105019,0.096043,390407
1979-04-02,0.000000,0.105019,0.102393,0.102393,0.093641,418973
1979-04-03,0.000000,0.118146,0.105019,0.118146,0.108048,2590018
1979-04-04,0.000000,0.120771,0.115520,0.120771,0.110448,2566213
1979-04-05,0.000000,0.128648,0.118146,0.126022,0.115250,5237169
1979-04-06,0.000000,0.123397,0.115520,0.115520,0.105646,1747310
1979-04-09,0.000000,0.120771,0.115520,0.115520,0.105646,1623522
1979-04-10,0.000000,0.120771,0.115520,0.118146,0.108048,1180743
1979-04-11,0.000000,0.120771,0.115520,0.115520,0.105646,609416
1979-04-12,0.000000,0.115520,0.107644,0.112895,0.103246,1066478
1979-04-16,0.000000,0.110270,0.105019,0.107644,0.098443,833186
1979-04-17,0.000000,0.115520,0.107644,0.115520,0.105646,1323575
1979-04-18,0.000000,0.115520,0.107644,0.107644,0.098443,338035
1979-04-19,0.000000,0.107644,0.105019,0.105019,0.096043,490389
1979-04-20,0.000000,0.105019,0.102393,0.105019,0.096043,238053
1979-04-23,0.000000,0.107644,0.105019,0.105019,0.096043,209487
1979-04-24,0.000000,0.102393,0.102393,0.102393,0.093641,219009
1979-04-25,0.000000,0.102393,0.102393,0.102393,0.093641,14283
1979-04-26,0.000000,0.105019,0.099768,0.105019,0.096043,138071
1979-04-27,0.000000,0.105019,0.099768,0.102393,0.093641,504673
1979-04-30,0.000000,0.102393,0.099768,0.102393,0.093641,466584
1979-05-01,0.000000,0.099768,0.097142,0.097142,0.088839,223770
1979-05-02,0.000000,0.099768,0.094517,0.094517,0.086438,647504
1979-05-03,0.000000,0.097142,0.094517,0.094517,0.086438,219009
1979-05-04,0.000000,0.097142,0.091891,0.094517,0.086438,314230
1979-05-07,0.000000,0.094517,0.091891,0.091891,0.084037,395168
1979-05-08,0.000000,0.089266,0.086640,0.089266,0.081636,737965
1979-05-09,0.000000,0.091891,0.086640,0.091891,0.084037,956974
1979-05-10,0.000000,0.094517,0.089266,0.089266,0.081636,418973
1979-05-11,0.000000,0.094517,0.086640,0.094517,0.086438,1023628
1979-05-14,0.000000,0.097142,0.091891,0.094517,0.086438,514195
1979-05-15,0.000000,0.094517,0.091891,0.091891,0.084037,119027
1979-05-16,0.000000,0.094517,0.091891,0.091891,0.084037,138071
1979-05-17,0.000000,0.094517,0.091891,0.091891,0.084037,557044
1979-05-18,0.000000,0.094517,0.091891,0.091891,0.084037,252336
1979-05-21,0.000000,0.097142,0.091891,0.094517,0.086438,261858
1979-05-22,0.000000,0.097142,0.094517,0.097142,0.088839,90460
1979-05-23,0.000000,0.099768,0.097142,0.097142,0.088839,418973
1979-05-24,0.000000,0.099768,0.094517,0.097142,0.088839,295186
1979-05-25,0.000000,0.120771,0.097142,0.115520,0.105646,1880620
1979-05-29,0.000000,0.112895,0.107644,0.110270,0.100845,1280726
1979-05-30,0.000000,0.107644,0.102393,0.105019,0.096043,685593
1979-05-31,0.000000,0.105019,0.102393,0.105019,0.096043,576089
1979-06-01,0.000000,0.105019,0.102393,0.102393,0.093641,233292
1979-06-04,0.000000,0.107644,0.102393,0.105019,0.096043,837947
1979-06-05,0.000000,0.112895,0.105019,0.110270,0.100845,1209310
1979-06-06,0.000000,0.115520,0.107644,0.107644,0.098443,814142
1979-06-07,0.000000,0.110270,0.105019,0.107644,0.098443,623699
1979-06-08,0.000000,0.107644,0.105019,0.107644,0.098443,547522
1979-06-11,0.000000,0.112895,0.107644,0.110270,0.100845,628460
1979-06-12,0.000000,0.112895,0.110270,0.110270,0.100845,461823
1979-06-13,0.000000,0.112895,0.110270,0.110270,0.100845,799858
1979-06-14,0.000000,0.123397,0.110270,0.123397,0.112850,2809027
1979-06-15,0.000000,0.123397,0.118146,0.120771,0.110448,771292
1979-06-18,0.000000,0.118146,0.112895,0.115520,0.105646,1052195
1979-06-19,0.000000,0.115520,0.112895,0.115520,0.105646,476106
1979-06-20,0.000000,0.118146,0.112895,0.115520,0.105646,785575
1979-06-21,0.000000,0.120771,0.115520,0.115520,0.105646,1128372
1979-06-22,0.000000,0.118146,0.115520,0.115520,0.105646,576089
1979-06-25,0.000000,0.118146,0.110270,0.110270,0.100845,528478
1979-06-26,0.000000,0.112895,0.107644,0.107644,0.098443,1456885
1979-06-27,0.000000,0.123397,0.107644,0.110270,0.100845,252336
1979-06-28,0.000000,0.110270,0.107644,0.107644,0.098443,223770
1979-06-29,0.000000,0.110270,0.107644,0.107644,0.098443,585611
1979-07-02,0.000000,0.107644,0.105019,0.105019,0.096043,747487
